citation,reporting_entity,cadence,deadline,source,url,uslm_id
16 U.S.C. 3821(c)(3)(D),the Secretary,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3821&num=0&edition=prelim,/us/usc/t16/s3821/c/3/D
16 U.S.C. 3831c(b)(5),the Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3831c&num=0&edition=prelim,/us/usc/t16/s3831c/b/5
16 U.S.C. 3834(d)(4),Secretary of Agriculture,event-driven,Not less than 14 days prior to the announcement of new or revised soil rental rates,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3834&num=0&edition=prelim,/us/usc/t16/s3834/d/4
16 U.S.C. 3839aa-24(l),the Secretary,annual,Each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3839aa-24&num=0&edition=prelim,/us/usc/t16/s3839aa–24/l
16 U.S.C. 3839aa-8(c)(7),the Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3839aa-8&num=0&edition=prelim,/us/usc/t16/s3839aa–8/c/7
16 U.S.C. 3839aa-8(d),the Secretary,biennial,"Not later than September 30, 2019",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3839aa-8&num=0&edition=prelim,/us/usc/t16/s3839aa–8/d
16 U.S.C. 3871e,the Secretary,biennial,"Not later than December 31, 2019, and every two years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3871e&num=0&edition=prelim,/us/usc/t16/s3871e
16 U.S.C. 3932(b)(3),not specified,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section3932&num=0&edition=prelim,/us/usc/t16/s3932/b/3
16 U.S.C. 4106,the Secretary,biennial,"not later than 90 days after the end of the fiscal year 1988, and each second fiscal year occurring after that fiscal year",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section4106&num=0&edition=prelim,/us/usc/t16/s4106
16 U.S.C. 410aaa-77(b),the Secretary,annual,"Within six months after October 31, 1994",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section410aaa-77&num=0&edition=prelim,/us/usc/t16/s410aaa–77/b
16 U.S.C. 410cc-32(a)(4),Secretary,event-driven,upon approval of a park preservation plan,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section410cc-32&num=0&edition=prelim,/us/usc/t16/s410cc–32/a/4
16 U.S.C. 410ff-2,The Secretary,biennial,"within two complete fiscal years from March 5, 1980",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section410ff-2&num=0&edition=prelim,/us/usc/t16/s410ff–2
16 U.S.C. 410hhh-2,the Secretary,annual,Until the date on which the national park is established,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section410hhh-2&num=0&edition=prelim,/us/usc/t16/s410hhh–2
16 U.S.C. 4201 note,the Secretary of the Interior,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section4201&num=0&edition=prelim,/us/usc/t16/s4201/note/0
16 U.S.C. 425j,Secretary of the Interior,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section425j&num=0&edition=prelim,/us/usc/t16/s425j
16 U.S.C. 4409,The Secretary,biennial,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section4409&num=0&edition=prelim,/us/usc/t16/s4409
16 U.S.C. 4409(2),The Secretary,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section4409&num=0&edition=prelim,/us/usc/t16/s4409/2
16 U.S.C. 450rr-4,the Secretary and the Administrator,other,semiannually; upon adoption of an international agreement,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section450rr-4&num=0&edition=prelim,/us/usc/t16/s450rr–4
16 U.S.C. 450rr-4(c),The Secretary and the Administrator,semiannual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section450rr-4&num=0&edition=prelim,/us/usc/t16/s450rr–4/c
16 U.S.C. 459f-5,the Secretary,biennial,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section459f-5&num=0&edition=prelim,/us/usc/t16/s459f–5
16 U.S.C. 460aa-13(b)(1)(F),the person making recommendations,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section460aa-13&num=0&edition=prelim,/us/usc/t16/s460aa–13/b/1/F
16 U.S.C. 460ss note,Secretary of Commerce,biennial,"Not later than 2 years after the date of enactment of the Fishery Resource Disasters Improvement Act, and biennially thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section460ss&num=0&edition=prelim,/us/usc/t16/s460ss/note/0
16 U.S.C. 470ll,Secretary of the Interior,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section470ll&num=0&edition=prelim,/us/usc/t16/s470ll
16 U.S.C. 4712(f)(4),the Secretary,annual,"Not later than July 1, 2019",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section4712&num=0&edition=prelim,/us/usc/t16/s4712/f/4
16 U.S.C. 471j(i),Secretary of the Interior or the board of trustees,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section471j&num=0&edition=prelim,/us/usc/t16/s471j/i
16 U.S.C. 4730(6)(B)(i),not specified,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section4730&num=0&edition=prelim,/us/usc/t16/s4730/6/B/i
16 U.S.C. 5107 note,The Secretary,biennial,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section5107&num=0&edition=prelim,/us/usc/t16/s5107/note/0
16 U.S.C. 5155,the Secretaries,biennial,"no later than September 30, 1998 (for socio-economic study); biennial (for progress reports)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section5155&num=0&edition=prelim,/us/usc/t16/s5155
16 U.S.C. 544l(e)(4),Director of the Office of Management and Budget,annual,"each fiscal year beginning after September 30, 1987",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section544l&num=0&edition=prelim,/us/usc/t16/s544l/e/4
16 U.S.C. 545b(i),State of Oregon,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section545b&num=0&edition=prelim,/us/usc/t16/s545b/i
16 U.S.C. 618(c),Secretary of Agriculture and Secretary of the Interior,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section618&num=0&edition=prelim,/us/usc/t16/s618/c
16 U.S.C. 620c(k),the President,event-driven,90 days after the President notifies the Congress of such finding,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section620c&num=0&edition=prelim,/us/usc/t16/s620c/k
16 U.S.C. 6452,Task Force,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6452&num=0&edition=prelim,/us/usc/t16/s6452
16 U.S.C. 6591b,the Secretary,annual,"Not later than 1 year after February 7, 2014, and each year thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6591b&num=0&edition=prelim,/us/usc/t16/s6591b
16 U.S.C. 6591c(j),the Chief and the Director,annual,"not later than 1 year after February 7, 2014",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6591c&num=0&edition=prelim,/us/usc/t16/s6591c/j
16 U.S.C. 6591d(g),the Secretary,annual,"Not later than 1 year after March 23, 2018, and each year thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6591d&num=0&edition=prelim,/us/usc/t16/s6591d/g
16 U.S.C. 6592(h),Secretary of the Interior and the Secretary of Agriculture,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6592&num=0&edition=prelim,/us/usc/t16/s6592/h
16 U.S.C. 6592a(c),Secretary of the Interior and the Secretary of Agriculture,annual,not later than 90 days before the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6592a&num=0&edition=prelim,/us/usc/t16/s6592a/c
16 U.S.C. 667d,Administrator of General Services,annual,during the preceding fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section667d&num=0&edition=prelim,/us/usc/t16/s667d
16 U.S.C. 669h(d),the Inspector General of the Department of the Interior,biennial,promptly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section669h&num=0&edition=prelim,/us/usc/t16/s669h/d
16 U.S.C. 669k(b),the Secretary of the Interior,annual,At the time at which the President submits a budget request for the Department of the Interior for fiscal year 2002 and each fiscal year thereafter,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section669k&num=0&edition=prelim,/us/usc/t16/s669k/b
16 U.S.C. 669k(c),Secretary of the Interior,annual,Not later than 60 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section669k&num=0&edition=prelim,/us/usc/t16/s669k/c
16 U.S.C. 669k(d),Secretary of the Interior,annual,Not later than December 31 of a fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section669k&num=0&edition=prelim,/us/usc/t16/s669k/d
16 U.S.C. 6706,the Secretary,multi-year,"Not later than 5 years after October 5, 2004, and every 5 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6706&num=0&edition=prelim,/us/usc/t16/s6706
16 U.S.C. 6706(a)(1),the Secretary,biennial,"Not later than 5 years after October 5, 2004, and every 5 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6706&num=0&edition=prelim,/us/usc/t16/s6706/a/1
16 U.S.C. 670a(f),Secretary of Defense; Secretary of the Interior,annual,Not later than March 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section670a&num=0&edition=prelim,/us/usc/t16/s670a/f
16 U.S.C. 670a(f)(2),Secretary of the Interior,annual,March 1,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section670a&num=0&edition=prelim,/us/usc/t16/s670a/f/2
16 U.S.C. 670c-1,Secretary of Defense,biennial,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section670c-1&num=0&edition=prelim,/us/usc/t16/s670c–1
16 U.S.C. 6856,the Secretaries,annual,"Not later than 1 year after April 29, 2022, and annually thereafter through March 30, 2031",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6856&num=0&edition=prelim,/us/usc/t16/s6856
16 U.S.C. 6875,the Secretaries,annual,"not later than 1 year after December 26, 2025",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section6875&num=0&edition=prelim,/us/usc/t16/s6875
16 U.S.C. 715b,the commission created by section 715a of this title,annual,not later than the first Monday in December,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section715b&num=0&edition=prelim,/us/usc/t16/s715b
16 U.S.C. 719,the Secretary of the Interior,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section719&num=0&edition=prelim,/us/usc/t16/s719
16 U.S.C. 7303(h),the Secretary,multi-year,not later than 5 years after the first fiscal year in which funding is made available to carry out ecological restoration projects under the program,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section7303&num=0&edition=prelim,/us/usc/t16/s7303/h
16 U.S.C. 742d,the Secretary,periodic,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section742d&num=0&edition=prelim,/us/usc/t16/s742d
16 U.S.C. 742f(f),Secretary of the Interior,multi-year,"not later than 1 year after January 4, 2011, and every 5 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section742f&num=0&edition=prelim,/us/usc/t16/s742f/f
16 U.S.C. 742f(f)(2),Secretary of the Interior,other,"not later than 1 year after January 4, 2011, and every 5 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section742f&num=0&edition=prelim,/us/usc/t16/s742f/f/2
16 U.S.C. 7506,the Foundation,annual,not later than 60 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section7506&num=0&edition=prelim,/us/usc/t16/s7506
16 U.S.C. 777e-1(c),Director of the United States Fish and Wildlife Service,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section777e-1&num=0&edition=prelim,/us/usc/t16/s777e–1/c
16 U.S.C. 777h(d),Inspector General of the Department of the Interior,biennial,promptly,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section777h&num=0&edition=prelim,/us/usc/t16/s777h/d
16 U.S.C. 7913(d),the Secretaries concerned,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section7913&num=0&edition=prelim,/us/usc/t16/s7913/d
16 U.S.C. 797(d),The Commission,annual,on or before the 3d day of January of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section797&num=0&edition=prelim,/us/usc/t16/s797/d
16 U.S.C. 797b,Federal Energy Regulatory Commission,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section797b&num=0&edition=prelim,/us/usc/t16/s797b
16 U.S.C. 79m,the Secretary,annual,"January 1, 1979, and annually thereafter for ten years; No later than January 1, 1980",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section79m&num=0&edition=prelim,/us/usc/t16/s79m
16 U.S.C. 8204(e),the Board,annual,"Not later than February 1 of the first fiscal year beginning after October 30, 2020, and, subject to paragraph (3), each February 1 thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section8204&num=0&edition=prelim,/us/usc/t16/s8204/e
16 U.S.C. 8209,the Board,biennial,"Not later than 5 years after October 30, 2020, and every 5 years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section8209&num=0&edition=prelim,/us/usc/t16/s8209
16 U.S.C. 8209(a),the Board,multi-year,"Not later than 5 years after October 30, 2020",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section8209&num=0&edition=prelim,/us/usc/t16/s8209/a
16 U.S.C. 824a-1(b),The Commission,annual,"Not later than 18 months after November 9, 1978",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section824a-1&num=0&edition=prelim,/us/usc/t16/s824a–1/b
16 U.S.C. 8304,"the Secretary, acting through the Director of the Service",annual,"Not later than 1 year after December 11, 2024",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section8304&num=0&edition=prelim,/us/usc/t16/s8304
16 U.S.C. 831a(g)(1)(E),the Board,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title16-section831a&num=0&edition=prelim,/us/usc/t16/s831a/g/1/E
